Date,Adj Close,Close,High,Low,Open,Volume
1996-01-01,24.770858764648438,40.76874923706055,41.4375,40.76874923706055,41.431251525878906,3600
1996-01-02,24.417692184448242,40.1875,40.6875,40.006248474121094,40.76874923706055,15600
1996-01-03,15.573405265808105,25.631250381469727,26.25,25.5,24.112499237060547,17600
1996-01-04,15.49365520477295,25.5,25.75,25.25,25.631250381469727,8800
1996-01-05,15.573405265808105,25.631250381469727,25.75,25.25,25.5,15200
1996-01-08,15.322771072387695,25.21875,25.4375,25.131250381469727,25.631250381469727,8800
1996-01-09,14.844291687011719,24.431249618530273,25.375,24.381250381469727,25.21875,25600
1996-01-10,15.09492015838623,24.84375,25.125,24.375,25.125,14800
1996-01-11,15.018972396850586,24.71875,24.875,24.5,24.84375,3600
1996-01-12,15.330366134643555,25.231250762939453,25.375,24.375,24.71875,24800
1996-01-15,15.330366134643555,25.231250762939453,25.25,25.0,25.231250762939453,4800
1996-01-16,15.413907051086426,25.368749618530273,25.5,24.875,25.231250762939453,7200
1996-01-17,15.330366134643555,25.231250762939453,25.375,25.0,25.368749618530273,6400
1996-01-18,15.56960391998291,25.625,25.625,24.993749618530273,25.231250762939453,250800
1996-01-19,15.341758728027344,25.25,25.375,25.006250381469727,25.25,20800
1996-01-22,15.341758728027344,25.25,25.375,25.024999618530273,25.25,24800
1996-01-23,15.744290351867676,25.912500381469727,26.3125,25.087499618530273,25.25,52000
1996-01-24,15.49365520477295,25.5,25.875,25.34375,25.75,6800
1996-01-25,15.949353218078613,26.25,26.25,25.25,25.5,122800
1996-01-26,15.949353218078613,26.25,26.25,26.25,26.25,0
1996-01-29,16.120237350463867,26.53125,26.625,25.625,26.25,4000
1996-01-30,17.088592529296875,28.125,28.125,26.112499237060547,26.53125,249200
1996-01-31,17.088592529296875,28.125,28.125,26.256250381469727,27.5,100800
1996-02-01,17.829097747802734,29.34375,29.375,27.40625,28.125,445200
1996-02-02,17.646818161010742,29.043750762939453,29.1875,28.125,28.125,32400
1996-02-05,18.379730224609375,30.25,30.3125,28.5,29.043750762939453,507600
1996-02-06,18.19745445251465,29.950000762939453,30.256250381469727,29.4375,30.25,68800
1996-02-07,18.508840560913086,30.462499618530273,30.96875,29.0,29.950000762939453,67600
1996-02-08,19.13921546936035,31.5,32.0,31.0,30.462499618530273,42800
1996-02-09,19.15821075439453,31.53125,32.0,31.375,31.875,61200
1996-02-12,18.8088436126709,30.956249237060547,32.75,30.25,31.75,38400
1996-02-13,19.655677795410156,32.349998474121094,32.506248474121094,30.262500762939453,30.625,90800
1996-02-14,21.18985366821289,34.875,35.375,33.125,33.125,460000
1996-02-15,21.262008666992188,34.993751525878906,35.25,34.0625,34.875,69200
1996-02-16,20.863271713256836,34.337501525878906,34.625,33.76874923706055,34.993751525878906,55200
1996-02-19,21.265804290771484,35.0,35.125,33.875,34.337501525878906,62400
1996-02-20,21.284793853759766,35.03125,35.381248474121094,34.8125,35.0,72400
1996-02-21,21.284793853759766,35.03125,35.03125,35.03125,35.03125,0
1996-02-22,21.345548629760742,35.131248474121094,35.5,35.01874923706055,35.03125,34400
1996-02-23,21.47086524963379,35.337501525878906,35.59375,35.068748474121094,35.131248474121094,39200
1996-02-26,22.177196502685547,36.5,36.75,35.625,35.337501525878906,68800
1996-02-27,22.386049270629883,36.84375,37.0,36.125,36.5,42800
1996-02-28,21.797447204589844,35.875,36.875,35.625,36.84375,23600
1996-02-29,21.064538955688477,34.66875076293945,35.4375,34.375,35.875,76400
1996-03-01,21.239219665527344,34.95624923706055,35.21875,34.506248474121094,34.66875076293945,51600
1996-03-04,20.680992126464844,34.037498474121094,35.0,34.0,34.95624923706055,28800
1996-03-05,20.680992126464844,34.037498474121094,34.037498474121094,34.037498474121094,34.037498474121094,0
1996-03-06,20.855676651000977,34.32500076293945,35.03125,34.3125,34.037498474121094,14000
1996-03-07,20.840486526489258,34.29999923706055,35.618751525878906,34.25,34.32500076293945,16400
1996-03-08,20.768341064453125,34.181251525878906,34.25,33.78125,34.29999923706055,15600
1996-03-11,19.659475326538086,32.35625076293945,33.125,31.912500381469727,34.181251525878906,16000
1996-03-12,19.408843994140625,31.943750381469727,32.375,31.6875,32.35625076293945,33600
1996-03-13,19.822771072387695,32.625,32.625,31.881250381469727,31.943750381469727,16400
1996-03-14,20.088592529296875,33.0625,33.48749923706055,32.756248474121094,32.625,9600
1996-03-15,20.35441017150879,33.5,33.5,32.8125,33.0625,16800
1996-03-18,19.7468204498291,32.5,32.75,32.349998474121094,32.625,8400
1996-03-19,19.686058044433594,32.400001525878906,33.0625,32.3125,32.5,14400
1996-03-20,19.686058044433594,32.400001525878906,32.400001525878906,32.400001525878906,32.400001525878906,0
1996-03-21,19.974660873413086,32.875,35.0,32.46875,32.400001525878906,46000
1996-03-22,19.222766876220703,31.637500762939453,32.5,31.637500762939453,32.875,5600
1996-03-25,19.765806198120117,32.53125,33.875,31.881250381469727,31.637500762939453,20000
1996-03-26,19.367069244384766,31.875,32.29375076293945,31.8125,32.53125,5200
1996-03-27,19.13921546936035,31.5,32.506248474121094,31.375,31.875,51600
1996-03-28,19.830360412597656,32.63750076293945,33.118751525878906,31.5,31.5,47200
1996-03-29,19.480995178222656,32.0625,33.0,31.875,32.63750076293945,11200
1996-04-01,19.44301986694336,32.0,32.0,31.762500762939453,32.0625,6000
1996-04-02,20.71516990661621,34.09375,34.4375,32.23749923706055,32.0,108400
1996-04-03,21.311372756958008,35.07500076293945,35.5,32.75,34.09375,108400
1996-04-04,20.779722213745117,34.20000076293945,34.5,34.068748474121094,35.07500076293945,32000
1996-04-05,20.779722213745117,34.20000076293945,34.20000076293945,34.20000076293945,34.20000076293945,0
1996-04-08,21.235422134399414,34.95000076293945,35.625,34.25,34.20000076293945,60000
1996-04-09,21.759477615356445,35.8125,36.0625,35.01874923706055,34.95000076293945,78800
1996-04-10,21.068330764770508,34.67499923706055,35.01250076293945,34.28125,35.8125,31600
1996-04-11,20.897451400756836,34.39374923706055,34.40625,33.875,34.67499923706055,22400
1996-04-12,20.753149032592773,34.15625,34.34375,33.88750076293945,34.39374923706055,21600
1996-04-15,20.980993270874023,34.53125,34.85625076293945,33.76250076293945,34.15625,70800
1996-04-16,21.679729461669922,35.681251525878906,35.75,34.75,34.53125,150400
1996-04-17,21.820228576660156,35.912498474121094,36.0,35.375,35.681251525878906,60800
1996-04-18,22.32529640197754,36.743751525878906,37.5,35.400001525878906,35.912498474121094,134400
1996-04-19,22.025293350219727,36.25,36.75,35.625,36.743751525878906,52800
1996-04-22,21.45947265625,35.318748474121094,36.67499923706055,35.25,36.25,130800
1996-04-23,20.764537811279297,34.17499923706055,35.1875,34.0625,35.318748474121094,82000
1996-04-24,21.968334197998047,36.15625,36.243751525878906,35.0,34.17499923706055,76400
1996-04-25,21.493648529052734,35.375,36.75,35.131248474121094,36.15625,206400
1996-04-26,21.493648529052734,35.375,35.9375,34.71875,35.375,35200
1996-04-29,21.91136932373047,36.0625,36.875,35.0,35.375,66000
1996-04-30,21.979721069335938,36.17499923706055,36.25,35.625,36.0625,50800
1996-05-01,22.101245880126953,36.375,36.5625,35.625,36.17499923706055,40400
1996-05-02,22.044282913208008,36.28125,36.38750076293945,35.875,36.375,27600
1996-05-03,22.025293350219727,36.25,36.375,35.9375,36.28125,27200
1996-05-06,22.025293350219727,36.25,36.375,35.875,36.25,127200
1996-05-07,22.177196502685547,36.5,36.61249923706055,35.71875,36.25,62800
1996-05-08,22.108840942382812,36.38750076293945,36.84375,36.125,36.5,143200
1996-05-09,22.101245880126953,36.375,36.75,36.125,36.38750076293945,25600
1996-05-10,21.508848190307617,35.400001525878906,35.60625076293945,34.40625,36.375,30400
1996-05-13,22.032888412475586,36.26250076293945,36.875,34.9375,35.400001525878906,754000
1996-05-14,21.78225326538086,35.849998474121094,36.25,35.75,36.26250076293945,32000
1996-05-15,22.230358123779297,36.587501525878906,37.0,35.4375,35.849998474121094,55200
1996-05-16,23.36200714111328,38.45000076293945,38.5,36.875,36.587501525878906,557200
1996-05-17,23.04681396484375,37.931251525878906,38.125,37.068748474121094,38.45000076293945,95200
1996-05-20,22.1544132232666,36.462501525878906,37.5,36.38750076293945,37.931251525878906,40400
1996-05-21,22.13162612915039,36.42499923706055,36.8125,35.75,36.462501525878906,114000
1996-05-22,22.310108184814453,36.71875,36.868751525878906,36.5,36.42499923706055,23600
1996-05-23,22.032888412475586,36.26250076293945,36.375,35.787498474121094,36.71875,49600
1996-05-24,22.629093170166016,37.243751525878906,38.125,36.381248474121094,36.26250076293945,100000
1996-05-27,22.537944793701172,37.09375,37.375,36.25,37.243751525878906,145200
1996-05-28,22.860740661621094,37.625,38.75,36.568748474121094,37.09375,108000
1996-05-29,22.913904190063477,37.712501525878906,37.837501525878906,36.90625,37.625,44000
1996-05-30,22.678457260131836,37.32500076293945,38.75,37.25,37.712501525878906,15600
1996-05-31,22.67466163635254,37.318748474121094,37.5,37.3125,37.32500076293945,15200
1996-06-03,22.936687469482422,37.75,38.125,37.25,37.318748474121094,52800
1996-06-04,22.92150115966797,37.724998474121094,38.25,37.5625,37.75,116400
1996-06-05,23.1341552734375,38.07500076293945,38.25,37.51874923706055,37.5625,63200
1996-06-06,23.996183395385742,39.493751525878906,39.6875,38.287498474121094,38.75,104400
1996-06-07,23.912635803222656,39.35625076293945,39.5,39.125,39.26874923706055,98800
1996-06-10,24.679723739624023,40.618751525878906,40.625,39.34375,39.375,320400
1996-06-11,24.159469604492188,39.76250076293945,39.875,39.5,39.75,75200
1996-06-12,24.675922393798828,40.61249923706055,41.75,40.375,40.625,214400
1996-06-13,25.177194595336914,41.4375,41.84375,41.0,41.556251525878906,418400
1996-06-14,27.391117095947266,45.08124923706055,45.5625,41.625,42.125,966000
1996-06-17,26.79111099243164,44.09375,49.375,41.5,46.118751525878906,540000
1996-06-18,27.02656364440918,44.48125076293945,45.0,43.375,44.0,423200
1996-06-19,28.477191925048828,46.868751525878906,48.75,46.625,48.5,1968800
1996-06-20,28.013900756835938,46.10625076293945,46.875,45.650001525878906,46.53125,1039200
1996-06-21,27.698713302612305,45.587501525878906,46.25,45.5,46.0,559200
1996-06-24,27.508840560913086,45.275001525878906,46.21875,44.5625,46.21875,507200
1996-06-25,27.379718780517578,45.0625,45.75,44.756248474121094,45.75,542800
1996-06-26,27.0113582611084,44.45624923706055,44.96875,43.875,44.375,783600
1996-06-27,27.04934310913086,44.51874923706055,45.5,44.0,44.13750076293945,1235200
1996-06-28,27.330354690551758,44.98125076293945,45.5,44.88750076293945,45.25,292800
1996-07-01,27.193641662597656,44.756248474121094,45.0,44.381248474121094,44.5,761200
1996-07-02,27.318971633911133,44.962501525878906,45.21875,44.75,44.75,917200
1996-07-03,26.855669021606445,44.20000076293945,44.86249923706055,44.0,44.5,1634400
1996-07-04,26.28985595703125,43.26874923706055,43.78125,42.5625,43.78125,2666800
1996-07-05,26.221492767333984,43.15625,43.75,43.125,43.75,663600
1996-07-08,26.384784698486328,43.42499923706055,43.60625076293945,43.25,43.25,131600
1996-07-09,26.13794708251953,43.01874923706055,44.9375,42.75,43.15625,1322800
1996-07-10,26.217702865600586,43.150001525878906,43.75,42.818748474121094,43.743751525878906,607200
1996-07-11,26.468332290649414,43.5625,43.625,43.32500076293945,43.375,692400
1996-07-12,26.32782554626465,43.33124923706055,43.75,43.28125,43.59375,243200
1996-07-15,25.518966674804688,42.0,43.625,40.6875,42.875,1509200
1996-07-16,23.70758056640625,39.01874923706055,42.5,37.875,42.0,2588400
1996-07-17,24.383516311645508,40.131248474121094,40.625,39.86249923706055,40.0,183600
1996-07-18,24.372127532958984,40.11249923706055,41.125,40.0,40.61249923706055,180400
1996-07-19,24.34554672241211,40.068748474121094,40.5,39.5,39.5,100400
1996-07-22,24.937952041625977,41.04375076293945,41.25,40.0625,40.631248474121094,144800
1996-07-23,26.32782554626465,43.33124923706055,44.71875,41.75,41.875,550000
1996-07-24,25.78858184814453,42.443748474121094,43.3125,40.03125,40.03125,442800
1996-07-25,25.807565689086914,42.474998474121094,42.875,42.125,42.125,194800
1996-07-26,25.64807891845703,42.212501525878906,42.59375,41.881248474121094,42.5,78800
1996-07-29,25.541746139526367,42.037498474121094,43.0625,41.912498474121094,42.375,72800
1996-07-30,26.039215087890625,42.85625076293945,43.125,41.256248474121094,41.51250076293945,192800
1996-07-31,25.986051559448242,42.76874923706055,43.125,41.25,42.125,181600
1996-08-01,26.6961727142334,43.9375,44.09375,42.29999923706055,43.75,592400
1996-08-02,26.71137237548828,43.962501525878906,44.125,41.875,41.875,414800
1996-08-05,27.254405975341797,44.85625076293945,45.5,44.11249923706055,44.25,205600
1996-08-06,27.55061149597168,45.34375,46.25,43.75,43.75,458000
1996-08-07,27.11768913269043,44.631248474121094,45.34375,44.375,44.375,56400
1996-08-08,27.056943893432617,44.53125,45.625,44.40625,45.375,51600
1996-08-09,26.95820426940918,44.368751525878906,44.375,43.75,44.0625,56800
1996-08-12,26.63161849975586,43.83124923706055,44.162498474121094,43.59375,43.75,49200
1996-08-13,26.578462600708008,43.743751525878906,43.9375,43.375,43.75,93600
1996-08-14,26.521493911743164,43.650001525878906,43.743751525878906,43.125,43.125,44800
1996-08-15,26.521493911743164,43.650001525878906,43.650001525878906,43.650001525878906,43.650001525878906,0
1996-08-16,26.464529037475586,43.556251525878906,43.712501525878906,43.20000076293945,43.5625,61600
